Title,Company,Description,Link
(Senior) Big Data Engineer *,GameDuell,"
			GameDuell is one of the leading casual gaming companies in Germany, based in the heart of Berlin. With over 130 million registered players worldwide and a broad portfolio of over 40 casual online skill games, we are constantly looking for ways to improve our product. GameDuell’s system landscape consists of two larger game platforms which...		",https://berlinstartupjobs.com/engineering/senior-big-data-engineer-gameduell/
